"Id","YearBuilt","YearRemodelled","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingArea","BasementExisting","FireplaceExisting","PoolExisting","GarageExisting","GarageCarCount","CloseToCommute","SalesCondition","ZipCode","City","StateAbbreviation","State","SalesPrice"
22740,2005,0,3,2.25,2.0,1445,1,1,0,0,0,1,3,98027,"ISSAQUAH","WA","Washington",366000.0
22741,2009,0,4,2.5,2.0,2430,0,1,1,0,0,0,3,98065,"SNOQUALMIE","WA","Washington",480000.0
22742,2006,0,3,3.25,2.0,1370,1,1,1,1,2,1,3,98116,"SEATTLE","WA","Washington",388000.0
22743,2007,0,4,3.5,2.0,5050,1,1,1,1,1,0,3,98004,"BELLEVUE","WA","Washington",2320000.0
22744,2010,0,3,2.5,2.0,1860,1,0,1,0,0,1,3,98122,"SEATTLE","WA","Washington",730000.0
22745,2006,0,5,3.75,2.0,5330,1,1,0,1,2,0,3,98027,"ISSAQUAH","WA","Washington",950000.0
22746,2014,0,3,3.25,2.0,1710,1,1,0,1,1,1,3,98106,"SEATTLE","WA","Washington",358990.0
22747,2014,0,4,2.5,2.0,2650,0,1,1,0,0,0,3,98146,"SEATTLE","WA","Washington",398651.0
22748,2006,0,4,2.5,2.0,2590,0,1,1,0,0,1,3,98056,"RENTON","WA","Washington",530000.0
22749,2013,0,4,2.5,2.0,2610,0,1,0,0,0,1,3,98056,"RENTON","WA","Washington",610360.0
22750,2007,0,3,2.5,3.0,1770,1,0,1,1,3,1,3,98103,"SEATTLE","WA","Washington",436110.0
22751,2012,0,4,2.75,2.0,3730,0,0,0,1,3,0,3,98074,"SAMMAMISH","WA","Washington",925000.0
22752,2007,0,4,2.5,2.0,2420,0,0,1,0,0,0,3,98166,"SEATTLE","WA","Washington",449950.0
22753,2009,0,4,2.5,2.0,3330,0,1,1,1,3,0,3,98052,"REDMOND","WA","Washington",760000.0
22754,2009,0,3,2.25,2.0,1910,0,1,0,0,0,0,3,98055,"RENTON","WA","Washington",293000.0
22755,2013,0,2,2.5,1.0,2170,0,0,1,1,3,0,3,98053,"REDMOND","WA","Washington",695000.0
22756,2011,0,3,2.5,2.0,2437,0,0,1,0,0,1,3,98002,"AUBURN","WA","Washington",285000.0
22757,2014,0,5,4.0,2.0,4180,0,0,1,0,0,1,3,98075,"SAMMAMISH","WA","Washington",1260000.0
22758,2011,0,3,2.5,2.0,1800,0,1,1,0,0,1,3,98126,"SEATTLE","WA","Washington",379900.0
22759,2006,0,5,2.5,2.0,2570,0,1,1,0,0,0,3,98019,"DUVALL","WA","Washington",472000.0
22760,2007,0,4,2.5,2.0,2090,0,1,1,1,1,0,3,98031,"KENT","WA","Washington",300000.0
22761,2007,0,4,2.5,2.0,2789,0,0,0,0,0,0,3,98001,"AUBURN","WA","Washington",272000.0
22762,2014,0,4,2.5,2.0,2906,0,1,0,1,3,0,3,98092,"AUBURN","WA","Washington",418395.0
22763,2008,0,5,2.5,2.0,2550,0,1,1,0,0,0,3,98065,"SNOQUALMIE","WA","Washington",465000.0
22764,2014,0,4,2.75,2.0,3550,0,1,1,0,0,1,3,98059,"RENTON","WA","Washington",659950.0
22765,2014,0,3,2.25,3.0,1590,0,1,1,0,0,0,3,98136,"SEATTLE","WA","Washington",484950.0
22766,1979,0,3,2.25,2.0,1950,1,1,0,0,0,0,4,98056,"RENTON","WA","Washington",359000.0
22767,2009,0,4,2.5,2.0,3250,0,1,0,0,0,0,3,98059,"RENTON","WA","Washington",519000.0
22768,2009,0,5,4.5,2.0,4590,0,1,0,0,0,1,3,98033,"KIRKLAND","WA","Washington",1710000.0
22769,2006,0,4,2.75,2.0,3070,0,0,1,0,0,1,3,98059,"RENTON","WA","Washington",535000.0
22770,2006,0,4,3.25,2.0,3030,1,0,0,0,0,1,3,98065,"SNOQUALMIE","WA","Washington",622950.0
22771,2005,0,3,2.5,2.0,2610,0,0,0,0,0,1,3,98059,"RENTON","WA","Washington",515000.0
22772,2005,0,4,3.5,2.0,3150,0,1,1,0,0,0,3,98042,"KENT","WA","Washington",330000.0
22773,2009,0,3,1.5,3.0,1240,0,1,0,0,0,0,3,98133,"SEATTLE","WA","Washington",318000.0
22774,2011,0,3,2.5,2.0,1680,0,1,0,1,3,0,3,98011,"BOTHELL","WA","Washington",439000.0
22775,2006,0,3,2.5,2.0,2220,0,1,1,1,1,0,3,98146,"SEATTLE","WA","Washington",540000.0
22776,2011,0,4,3.25,2.0,4800,0,1,0,0,0,1,3,98059,"RENTON","WA","Washington",1080000.0
22777,2010,0,4,2.5,2.0,3100,0,1,0,1,1,0,3,98038,"MAPLE VALLEY","WA","Washington",435000.0
22778,2006,0,4,4.0,2.0,7850,0,0,0,1,1,0,3,98027,"ISSAQUAH","WA","Washington",2700000.0
22779,2012,0,4,2.75,2.0,3590,0,0,1,0,0,1,3,98052,"REDMOND","WA","Washington",1100000.0
22780,2008,0,4,2.0,3.0,1590,0,0,1,1,3,1,3,98027,"ISSAQUAH","WA","Washington",293467.0
22781,2013,0,3,2.5,2.0,2242,0,1,1,1,2,0,3,98092,"AUBURN","WA","Washington",328000.0
22782,2005,0,3,3.5,2.0,2490,1,1,1,0,0,1,3,98027,"ISSAQUAH","WA","Washington",550000.0
22783,2015,0,3,2.0,3.0,1530,0,1,0,1,3,0,3,98107,"SEATTLE","WA","Washington",649000.0
22784,2010,0,4,2.5,2.0,2150,0,0,1,0,0,1,3,98059,"RENTON","WA","Washington",435000.0
22785,2014,0,3,2.5,2.0,2440,0,1,1,0,0,1,3,98106,"SEATTLE","WA","Washington",625000.0
22786,2007,0,3,1.5,3.0,1270,0,1,0,1,2,1,3,98115,"SEATTLE","WA","Washington",415000.0
22787,2009,0,3,2.25,2.0,1450,0,1,1,0,0,0,3,98028,"KENMORE","WA","Washington",400000.0
22788,2014,0,3,2.5,3.0,2690,0,0,1,0,0,0,3,98117,"SEATTLE","WA","Washington",979000.0
22789,2003,0,4,2.5,2.0,2755,0,0,1,0,0,0,3,98053,"REDMOND","WA","Washington",625250.0
22790,2011,0,4,3.5,2.0,2650,1,0,0,1,2,0,3,98027,"ISSAQUAH","WA","Washington",665000.0
22791,2005,0,3,3.25,2.0,2310,1,0,0,1,3,1,3,98116,"SEATTLE","WA","Washington",589500.0
22792,2007,0,2,3.0,2.0,1460,1,0,1,0,0,0,3,98136,"SEATTLE","WA","Washington",437000.0
22793,1959,0,3,1.0,1.0,1400,0,1,0,0,0,1,5,98059,"RENTON","WA","Washington",320000.0
22794,2006,0,3,2.5,2.0,2196,0,1,1,0,0,1,3,98030,"KENT","WA","Washington",333500.0
22795,2008,0,3,2.25,2.0,2020,1,1,0,1,1,0,3,98108,"SEATTLE","WA","Washington",430000.0
22796,2014,0,5,4.5,2.0,4280,0,1,0,0,0,1,3,98034,"KIRKLAND","WA","Washington",995500.0
22797,2013,0,3,3.0,2.0,2340,0,1,0,1,2,1,3,98045,"NORTH BEND","WA","Washington",427874.0
22798,2014,0,4,2.5,2.0,2220,0,1,0,0,0,1,3,98146,"SEATTLE","WA","Washington",334990.0
22799,2006,0,4,4.0,2.0,4420,1,0,0,0,0,1,3,98027,"ISSAQUAH","WA","Washington",909500.0
22800,2006,0,3,2.0,2.0,1580,0,0,1,1,2,0,3,98042,"KENT","WA","Washington",210000.0
22801,2013,0,4,2.75,2.0,3550,0,0,1,0,0,1,3,98052,"REDMOND","WA","Washington",952990.0
22802,2013,0,2,1.75,3.0,1510,1,1,1,0,0,1,3,98107,"SEATTLE","WA","Washington",622500.0
22803,2007,0,3,3.5,2.0,1360,1,1,0,0,0,1,3,98107,"SEATTLE","WA","Washington",515000.0
22804,2009,0,3,2.5,2.0,2040,0,0,1,1,3,1,3,98042,"KENT","WA","Washington",350000.0
22805,2011,0,1,1.5,3.0,1120,0,0,0,0,0,1,3,98144,"SEATTLE","WA","Washington",310000.0
22806,2006,0,4,3.5,2.0,4490,1,1,0,0,0,1,3,98065,"SNOQUALMIE","WA","Washington",700000.0
22807,2014,0,4,2.5,2.0,3560,1,0,0,0,0,0,3,98075,"SAMMAMISH","WA","Washington",907687.0
22808,2010,0,2,2.5,1.0,2150,0,0,1,0,0,0,3,98053,"REDMOND","WA","Washington",741500.0
22809,2011,0,3,2.5,2.0,2130,1,0,0,1,3,1,3,98019,"DUVALL","WA","Washington",395000.0
22810,2014,0,5,2.75,2.0,2990,0,1,0,0,0,1,3,98059,"RENTON","WA","Washington",559950.0
22811,2008,0,4,2.5,2.0,1847,0,0,0,1,1,1,3,98001,"AUBURN","WA","Washington",215000.0
22812,2011,0,4,2.5,2.0,2610,0,0,1,1,3,0,3,98010,"BLACK DIAMOND","WA","Washington",390000.0
22813,2007,0,3,2.25,1.0,1670,0,1,1,1,3,0,3,98022,"ENUMCLAW","WA","Washington",425000.0
22814,2006,0,3,2.5,2.0,1860,0,1,0,0,0,0,3,98038,"MAPLE VALLEY","WA","Washington",472000.0
22815,2006,0,4,3.5,2.0,3440,0,0,0,0,0,0,3,98040,"MERCER ISLAND","WA","Washington",1330000.0
22816,2001,0,4,3.5,2.0,3510,0,1,1,1,2,1,3,98065,"SNOQUALMIE","WA","Washington",695000.0
22817,2008,0,3,2.5,3.0,1740,0,0,1,1,2,1,3,98116,"SEATTLE","WA","Washington",545000.0
22818,2013,0,4,2.5,2.0,2240,0,0,0,1,2,0,3,98056,"RENTON","WA","Washington",389950.0
22819,2011,0,3,2.25,3.0,1550,0,1,0,0,0,0,3,98103,"SEATTLE","WA","Washington",380000.0
22820,2008,0,4,2.0,3.0,1390,0,0,0,1,3,0,3,98027,"ISSAQUAH","WA","Washington",288790.0
22821,2012,0,3,3.0,2.0,2500,0,1,0,1,3,1,3,98058,"RENTON","WA","Washington",432500.0
22822,2005,0,3,3.5,2.0,2710,1,1,0,0,0,0,3,98027,"ISSAQUAH","WA","Washington",615000.0
22823,2011,0,3,2.5,2.0,1720,0,0,0,1,2,0,3,98133,"SEATTLE","WA","Washington",500000.0
22824,2014,0,3,2.25,3.0,1760,0,1,1,1,3,0,3,98122,"SEATTLE","WA","Washington",615000.0
22825,1963,0,4,2.25,1.0,2270,1,1,0,1,1,1,5,98034,"KIRKLAND","WA","Washington",500000.0
22826,2006,0,3,3.5,2.0,1690,1,0,1,0,0,1,3,98103,"SEATTLE","WA","Washington",622000.0
22827,2015,0,5,3.5,2.0,4000,0,0,0,1,3,1,3,98024,"FALL CITY","WA","Washington",802945.0
22828,2008,0,4,2.5,2.0,2880,0,0,1,1,3,0,3,98033,"KIRKLAND","WA","Washington",1260000.0
22829,2014,0,3,2.5,3.0,1480,0,1,1,0,0,0,3,98107,"SEATTLE","WA","Washington",598950.0
22830,2009,0,3,2.5,2.0,1950,0,0,1,1,2,0,3,98065,"SNOQUALMIE","WA","Washington",430000.0
22831,2009,0,4,2.75,2.0,2700,0,0,0,1,2,0,3,98065,"SNOQUALMIE","WA","Washington",515000.0
22832,2008,0,2,3.0,2.0,2210,1,1,0,0,0,1,3,98122,"SEATTLE","WA","Washington",1260000.0
22833,2013,0,4,3.5,2.5,2370,0,0,1,0,0,0,3,98056,"RENTON","WA","Washington",400000.0
22834,2007,0,3,2.5,2.0,1310,1,0,0,0,0,0,3,98116,"SEATTLE","WA","Washington",390000.0
22835,2007,0,3,2.5,2.0,2410,0,0,1,1,1,0,3,98065,"SNOQUALMIE","WA","Washington",450000.0
22836,2014,0,5,1.5,2.0,3360,0,1,0,1,3,1,3,98074,"SAMMAMISH","WA","Washington",804995.0
22837,2013,0,4,3.25,2.0,3040,1,1,1,1,1,0,3,98029,"ISSAQUAH","WA","Washington",825000.0
22838,2002,0,4,2.25,2.0,2140,0,1,1,1,2,0,3,98065,"SNOQUALMIE","WA","Washington",435000.0
22839,2004,0,3,2.5,2.0,1720,1,1,1,1,3,0,3,98136,"SEATTLE","WA","Washington",398000.0
22840,2014,0,4,2.5,2.0,2658,0,1,0,0,0,1,3,98092,"AUBURN","WA","Washington",411605.0
22841,2013,0,3,3.25,2.0,1480,1,1,0,1,3,1,3,98106,"SEATTLE","WA","Washington",315000.0
22842,2013,0,2,2.0,3.0,1350,0,1,1,1,1,1,3,98199,"SEATTLE","WA","Washington",455000.0
22843,2006,0,3,2.5,2.0,1150,1,0,0,0,0,0,3,98107,"SEATTLE","WA","Washington",452950.0
22844,2008,0,3,1.75,2.0,1690,1,0,0,1,1,1,3,98108,"SEATTLE","WA","Washington",380000.0
22845,2012,0,2,1.75,2.0,1270,0,1,0,0,0,0,3,98108,"SEATTLE","WA","Washington",340000.0
22846,2013,0,3,2.5,2.0,2655,0,0,1,1,2,1,3,98023,"FEDERAL WAY","WA","Washington",409950.0
22847,2005,0,2,1.0,2.0,880,0,0,1,0,0,1,3,98122,"SEATTLE","WA","Washington",360000.0
22848,2006,0,4,4.25,2.0,4645,1,1,0,1,2,0,3,98112,"SEATTLE","WA","Washington",1600000.0
22849,2007,0,3,1.5,3.0,1270,0,1,1,0,0,1,3,98115,"SEATTLE","WA","Washington",440000.0
22850,2012,0,2,1.75,1.0,1728,0,1,0,1,2,1,3,98070,"VASHON","WA","Washington",730000.0
22851,2006,0,3,2.25,1.0,1950,0,1,1,0,0,0,4,98188,"SEATTLE","WA","Washington",408000.0
22852,2008,0,4,2.5,3.0,3170,0,1,1,0,0,0,3,98034,"KIRKLAND","WA","Washington",820000.0
22853,2007,0,2,2.5,2.0,1233,1,0,0,1,3,0,3,98136,"SEATTLE","WA","Washington",360000.0
22854,2014,0,3,2.5,2.0,2570,0,1,0,1,2,0,3,98092,"AUBURN","WA","Washington",339990.0
22855,2014,0,3,2.0,3.0,1560,0,0,1,0,0,1,3,98122,"SEATTLE","WA","Washington",515000.0
22856,2013,0,3,1.75,2.0,1630,1,1,0,1,2,0,3,98107,"SEATTLE","WA","Washington",541000.0
22857,2007,0,4,2.5,2.0,2510,0,0,1,0,0,1,3,98146,"SEATTLE","WA","Washington",375000.0
22858,2010,0,4,2.5,2.0,2223,0,0,1,0,0,1,3,98042,"KENT","WA","Washington",320000.0
22859,2008,0,2,2.25,2.0,1230,1,0,1,1,3,1,3,98027,"ISSAQUAH","WA","Washington",325000.0
22860,2014,0,5,2.75,2.0,3050,0,1,0,1,3,0,3,98056,"RENTON","WA","Washington",740000.0
22861,2014,0,5,2.75,2.0,2710,0,1,1,1,2,1,3,98038,"MAPLE VALLEY","WA","Washington",450000.0
22862,2011,0,4,2.5,2.0,2090,0,0,1,1,2,1,3,98118,"SEATTLE","WA","Washington",455000.0
22863,2006,0,3,2.5,2.0,1440,1,1,0,0,0,1,3,98106,"SEATTLE","WA","Washington",292500.0
22864,2013,0,3,2.5,1.0,2500,1,1,0,0,0,1,3,98027,"ISSAQUAH","WA","Washington",650000.0
22865,2015,0,4,2.75,2.0,2740,0,0,0,1,1,0,3,98056,"RENTON","WA","Washington",530000.0
22866,2014,0,5,3.25,2.0,3360,0,0,0,0,0,1,3,98074,"SAMMAMISH","WA","Washington",829995.0
22867,2009,0,4,2.75,2.0,2280,0,0,0,0,0,0,3,98019,"DUVALL","WA","Washington",395000.0
22868,2014,0,4,2.75,2.0,3520,0,1,0,1,3,0,3,98074,"SAMMAMISH","WA","Washington",859990.0
22869,2008,0,2,1.5,2.0,1320,1,0,0,0,0,1,3,98144,"SEATTLE","WA","Washington",342500.0
22870,2012,0,4,2.75,2.0,3410,0,1,1,0,0,0,3,98053,"REDMOND","WA","Washington",743000.0
22871,1975,0,3,2.25,1.0,2730,1,0,1,1,1,1,3,98030,"KENT","WA","Washington",345000.0
22872,2007,0,3,2.5,2.0,1780,1,1,1,0,0,1,3,98126,"SEATTLE","WA","Washington",443000.0
22873,2009,0,3,2.5,2.0,1427,0,1,1,0,0,0,3,98042,"KENT","WA","Washington",260000.0
22874,2005,0,4,2.5,2.0,2910,0,1,0,0,0,0,3,98033,"KIRKLAND","WA","Washington",810000.0
22875,2011,0,4,2.75,2.0,3250,0,0,1,0,0,1,3,98059,"RENTON","WA","Washington",570000.0
22876,2008,0,5,3.5,2.0,3630,0,0,1,1,3,0,3,98004,"BELLEVUE","WA","Washington",1560000.0
22877,2009,0,2,2.5,3.0,1680,0,0,0,1,3,0,3,98119,"SEATTLE","WA","Washington",840000.0
22878,2013,0,3,2.5,3.0,2280,1,1,1,1,1,0,3,98112,"SEATTLE","WA","Washington",950000.0
22879,2015,0,3,2.5,2.0,3310,1,1,0,1,1,1,3,98065,"SNOQUALMIE","WA","Washington",572800.0
22880,2008,0,3,3.0,3.0,1290,0,0,1,0,0,1,3,98125,"SEATTLE","WA","Washington",305000.0
22881,2008,0,5,4.75,2.0,3940,1,1,0,0,0,1,3,98004,"BELLEVUE","WA","Washington",1700000.0
22882,2008,0,4,2.5,2.0,2170,1,0,0,0,0,1,3,98106,"SEATTLE","WA","Washington",445000.0
22883,2012,0,4,3.5,2.0,3290,0,1,0,0,0,1,3,98029,"ISSAQUAH","WA","Washington",801000.0
22884,2004,0,3,2.5,2.0,2550,0,1,0,1,1,1,3,98052,"REDMOND","WA","Washington",711000.0
22885,2008,0,3,2.25,2.0,1140,1,0,1,1,2,0,3,98126,"SEATTLE","WA","Washington",268500.0
22886,2012,0,4,2.5,2.0,2300,0,0,1,0,0,0,3,98042,"KENT","WA","Washington",320000.0
22887,2013,0,4,3.25,1.0,2670,1,1,0,0,0,0,3,98108,"SEATTLE","WA","Washington",500000.0
22888,2014,0,4,2.5,2.0,2440,0,0,1,1,2,0,3,98117,"SEATTLE","WA","Washington",631625.0
22889,2005,0,2,2.5,2.0,1611,0,1,1,1,3,1,3,98109,"SEATTLE","WA","Washington",850000.0
22890,2006,0,3,3.5,2.0,2710,1,0,0,0,0,1,3,98027,"ISSAQUAH","WA","Washington",600000.0
22891,2007,0,3,2.75,2.0,2015,0,1,0,0,0,1,3,98166,"SEATTLE","WA","Washington",988500.0
22892,2014,0,4,3.25,2.0,3444,1,1,1,0,0,0,3,98023,"FEDERAL WAY","WA","Washington",430236.0
22893,2005,0,3,2.5,2.0,3060,0,0,0,0,0,0,3,98004,"BELLEVUE","WA","Washington",1270000.0
22894,2013,0,4,2.5,2.0,2050,0,0,1,1,2,0,3,98029,"ISSAQUAH","WA","Washington",689500.0
22895,2014,0,3,1.5,2.0,1390,0,1,1,0,0,0,3,98108,"SEATTLE","WA","Washington",175003.0
22896,2006,0,2,2.5,3.0,1240,0,0,0,0,0,1,3,98107,"SEATTLE","WA","Washington",459000.0
22897,2013,0,4,3.25,2.0,3750,0,1,0,0,0,0,3,98053,"REDMOND","WA","Washington",1180000.0
22898,2006,0,3,3.25,3.0,1410,1,0,0,1,1,0,3,98125,"SEATTLE","WA","Washington",358000.0
22899,2014,0,4,2.5,2.0,2448,0,1,0,1,1,0,3,98030,"KENT","WA","Washington",447055.0
22900,2009,0,3,2.75,1.5,2600,0,1,0,0,0,0,3,98014,"CARNATION","WA","Washington",415000.0
22901,2004,0,4,3.25,2.0,3330,1,1,1,1,2,1,3,98033,"KIRKLAND","WA","Washington",1210000.0
22902,2006,0,2,2.25,2.0,1160,1,1,1,1,3,1,3,98112,"SEATTLE","WA","Washington",495000.0
22903,2005,0,2,2.25,2.0,1330,1,1,1,0,0,0,3,98116,"SEATTLE","WA","Washington",479000.0
22904,2006,0,3,2.5,3.0,2830,0,1,1,0,0,0,3,98074,"SAMMAMISH","WA","Washington",1900000.0
22905,2005,0,3,2.5,2.0,1610,0,1,0,1,1,1,3,98055,"RENTON","WA","Washington",249900.0
22906,2011,0,4,2.5,2.0,2800,0,0,0,1,1,0,3,98103,"SEATTLE","WA","Washington",1470000.0
22907,2006,0,5,3.75,2.0,4570,0,1,0,0,0,1,3,98034,"KIRKLAND","WA","Washington",1040000.0
22908,2014,0,4,2.5,2.0,2820,0,1,0,1,2,0,3,98115,"SEATTLE","WA","Washington",897000.0
22909,2006,0,4,2.5,2.0,2570,0,0,1,1,1,1,3,98033,"KIRKLAND","WA","Washington",1100000.0
22910,2014,0,3,2.25,2.0,1710,1,0,1,0,0,0,3,98122,"SEATTLE","WA","Washington",685000.0
22911,1982,0,3,1.5,2.0,1220,0,0,0,1,1,1,3,98033,"KIRKLAND","WA","Washington",295000.0
22912,2014,0,3,2.25,3.0,1650,0,1,1,0,0,0,3,98103,"SEATTLE","WA","Washington",619000.0
22913,2008,0,2,1.5,2.0,1130,1,0,1,0,0,1,3,98116,"SEATTLE","WA","Washington",439108.0
22914,2011,0,3,2.25,2.0,1489,0,1,0,1,1,1,3,98002,"AUBURN","WA","Washington",260000.0
22915,2012,0,5,2.5,2.0,2690,0,0,1,1,2,0,3,98178,"SEATTLE","WA","Washington",279000.0
22916,2007,0,3,2.25,2.0,1530,1,1,1,0,0,1,3,98177,"SEATTLE","WA","Washington",380000.0
22917,2013,0,3,2.5,2.0,1600,0,0,0,0,0,0,3,98092,"AUBURN","WA","Washington",287000.0
22918,2006,0,2,1.5,2.0,1000,1,0,1,0,0,1,3,98199,"SEATTLE","WA","Washington",377000.0
22919,2005,0,4,3.5,3.0,2440,0,0,1,0,0,0,3,98117,"SEATTLE","WA","Washington",649950.0
22920,2007,0,3,2.5,3.0,1260,0,0,1,0,0,1,3,98107,"SEATTLE","WA","Washington",445000.0
22921,2005,0,3,2.5,3.0,1660,1,1,1,0,0,1,3,98115,"SEATTLE","WA","Washington",605000.0
22922,1999,0,3,2.25,2.0,1190,1,1,0,0,0,1,3,98115,"SEATTLE","WA","Washington",475000.0
22923,2009,0,3,3.0,3.0,1520,0,1,1,0,0,1,3,98125,"SEATTLE","WA","Washington",399000.0
22924,2014,0,5,2.75,2.0,3250,0,1,0,0,0,1,3,98125,"SEATTLE","WA","Washington",718000.0
22925,2005,0,4,3.25,1.0,4700,1,1,0,0,0,1,3,98116,"SEATTLE","WA","Washington",1400000.0
22926,2012,0,3,2.5,2.0,1480,1,0,1,1,3,0,3,98126,"SEATTLE","WA","Washington",341000.0
22927,2011,0,2,2.5,1.0,2380,0,1,1,1,1,0,3,98053,"REDMOND","WA","Washington",818000.0
22928,2014,0,3,2.25,3.0,1640,0,1,0,0,0,0,3,98112,"SEATTLE","WA","Washington",759000.0
22929,2010,0,3,3.5,3.0,1650,0,1,1,1,3,1,3,98103,"SEATTLE","WA","Washington",547500.0
22930,2005,0,5,4.75,2.0,5305,1,1,1,0,0,0,3,98033,"KIRKLAND","WA","Washington",2700000.0
22931,2007,0,2,2.5,2.0,1278,1,0,1,1,3,0,3,98136,"SEATTLE","WA","Washington",358000.0
22932,2010,0,3,2.5,3.0,1200,0,0,0,0,0,1,3,98144,"SEATTLE","WA","Washington",412000.0
22933,2005,0,2,1.5,2.0,690,0,1,0,1,1,1,3,98103,"SEATTLE","WA","Washington",245000.0
22934,2014,0,4,2.5,2.0,3202,0,1,0,1,2,1,3,98030,"KENT","WA","Washington",460940.0
22935,2010,0,3,2.25,3.0,1347,0,1,1,1,2,0,3,98125,"SEATTLE","WA","Washington",321000.0
22936,2014,0,4,3.5,2.0,2960,0,1,0,1,1,1,3,98065,"SNOQUALMIE","WA","Washington",633634.0
22937,1928,0,1,0.75,1.0,740,0,1,1,0,0,0,4,98107,"SEATTLE","WA","Washington",290000.0
22938,2007,0,2,2.25,3.0,1200,0,1,1,0,0,1,3,98107,"SEATTLE","WA","Washington",445000.0
22939,2012,0,5,3.5,2.0,4320,1,1,0,1,1,1,3,98056,"RENTON","WA","Washington",887250.0
22940,2010,0,3,2.5,1.0,2310,0,1,0,1,3,0,3,98053,"REDMOND","WA","Washington",739000.0
22941,2014,0,3,2.0,3.0,1490,0,1,0,1,1,1,3,98144,"SEATTLE","WA","Washington",429900.0
22942,2014,0,3,2.0,2.0,1480,1,0,0,0,0,0,3,98136,"SEATTLE","WA","Washington",459000.0
22943,2012,0,3,2.25,2.0,1481,0,1,1,1,3,0,3,98002,"AUBURN","WA","Washington",240000.0
22944,2014,0,3,3.0,3.0,1730,0,1,0,0,0,0,3,98117,"SEATTLE","WA","Washington",566950.0
22945,2006,0,4,3.5,2.0,3900,0,1,1,0,0,1,3,98033,"KIRKLAND","WA","Washington",1040000.0
22946,2005,0,3,3.5,3.0,1130,0,1,0,0,0,1,3,98103,"SEATTLE","WA","Washington",343000.0
22947,2014,0,4,3.25,2.0,3230,0,0,1,1,2,0,3,98038,"MAPLE VALLEY","WA","Washington",572115.0
22948,2004,0,5,3.5,2.0,3920,1,0,0,0,0,0,3,98052,"REDMOND","WA","Washington",918000.0
22949,2007,0,2,1.5,2.0,1190,0,0,0,0,0,1,3,98122,"SEATTLE","WA","Washington",555000.0
22950,2014,0,4,2.5,2.0,2311,0,0,1,0,0,1,3,98092,"AUBURN","WA","Washington",399440.0
22951,2008,0,3,2.5,3.0,1810,1,1,0,0,0,1,3,98116,"SEATTLE","WA","Washington",450000.0
22952,2008,0,4,2.5,2.0,3290,0,0,1,1,3,0,3,98065,"SNOQUALMIE","WA","Washington",648000.0
22953,2008,0,4,2.5,2.0,3250,0,1,1,0,0,0,3,98059,"RENTON","WA","Washington",580000.0
22954,2013,0,4,2.5,2.0,2544,0,1,1,1,2,0,3,98030,"KENT","WA","Washington",415000.0
22955,2008,0,3,2.5,3.0,1380,0,1,1,0,0,0,3,98102,"SEATTLE","WA","Washington",527500.0
22956,2011,0,3,2.25,2.0,1430,1,0,0,0,0,0,3,98136,"SEATTLE","WA","Washington",384000.0
22957,2009,0,3,2.5,1.5,3490,1,0,0,0,0,1,3,98070,"VASHON","WA","Washington",692000.0
22958,2006,0,2,1.5,2.0,910,1,0,0,0,0,0,3,98119,"SEATTLE","WA","Washington",455000.0
22959,2014,0,4,3.25,2.0,3080,1,0,1,0,0,1,3,98117,"SEATTLE","WA","Washington",1280000.0
22960,2011,0,3,2.5,2.0,2280,0,0,1,1,3,1,3,98019,"DUVALL","WA","Washington",415000.0
22961,2008,0,3,2.5,3.0,1660,0,0,0,0,0,1,3,98102,"SEATTLE","WA","Washington",975000.0
22962,2014,0,4,2.5,2.0,3320,0,1,0,0,0,1,3,98034,"KIRKLAND","WA","Washington",799950.0
22963,2008,0,5,4.0,1.0,1680,1,0,0,0,0,0,3,98106,"SEATTLE","WA","Washington",545000.0
22964,2014,0,4,3.5,2.0,2584,0,1,0,0,0,1,3,98023,"FEDERAL WAY","WA","Washington",429900.0
22965,2009,0,3,2.5,2.0,2217,0,0,1,0,0,1,3,98001,"AUBURN","WA","Washington",275000.0
22966,2009,0,3,2.5,2.0,2480,0,1,1,0,0,0,3,98059,"RENTON","WA","Washington",498000.0
22967,2014,0,3,2.5,2.0,2610,0,1,1,0,0,1,3,98033,"KIRKLAND","WA","Washington",754950.0
22968,2013,0,4,3.0,2.0,3240,0,1,0,0,0,1,3,98075,"SAMMAMISH","WA","Washington",895000.0
22969,2013,0,4,3.25,2.0,3569,0,1,0,1,3,1,3,98055,"RENTON","WA","Washington",580000.0
22970,2014,0,4,2.5,2.0,3181,0,0,0,0,0,1,3,98003,"FEDERAL WAY","WA","Washington",379900.0
22971,2009,0,4,2.5,2.0,1921,0,1,0,1,3,0,3,98001,"AUBURN","WA","Washington",245000.0
22972,2014,0,3,2.5,2.0,1570,0,0,0,0,0,0,3,98065,"SNOQUALMIE","WA","Washington",417000.0
22973,2009,0,3,2.5,2.0,1940,0,0,1,0,0,0,3,98027,"ISSAQUAH","WA","Washington",555000.0
22974,2009,0,3,2.5,2.0,1940,0,1,1,1,1,0,3,98027,"ISSAQUAH","WA","Washington",555000.0
22975,2009,0,4,2.5,2.0,2210,0,0,1,1,2,0,3,98042,"KENT","WA","Washington",353000.0
22976,2008,0,3,2.25,2.0,1280,1,1,0,0,0,1,3,98107,"SEATTLE","WA","Washington",539000.0
22977,1977,2006,3,2.0,2.0,1520,0,0,0,0,0,1,3,98177,"SEATTLE","WA","Washington",434900.0
